num,text,favorited,replyToSN,created,truncated,replyToSID,id,screenName,retweetCount,retweeted,longitude,latitude
29,  Witnessed a girl with a pet bird pooping on her shoulder &amp; a girl sharing ice cream with her dog the same coffee shop. Both didn't care.,FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,MattyTheBolts,0,FALSE,NA,NA
30,My biological watch thinks its 5:43 PM. I want Arabic coffee and cake.,FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,AmaniiAbdulla,0,FALSE,NA,NA
31," I wanna lay on the couch, under some blankets, with some hot coffee, and watch old movies.",FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,AliPlayzGuitar,0,FALSE,NA,NA
32,RT @dreyess1: Do they have rehab for coffee addicts?,FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,ashplante14,1,FALSE,NA,NA
33,"Finally! Home. There is no food or beer in the fridge. Also there is no coffee, tomorrow will be rough. ered pizza. Rat time!!!",FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,kscottz,0,FALSE,NA,NA
34, just drank an entire venti coffee from Starbucks &amp; still think I'm gonna fall asleep #wtf,FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,destinyspooner,0,FALSE,NA,NA
35,"  RT @UberFacts: There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have n tested and half caused cancer in ?",FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,MamaArch,1600,FALSE,NA,NA
36,  My family called me weird cause I drink coffee with a straw. I just think they are mad cause they n't think of it first,FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,Hiya_Mariah,0,FALSE,NA,NA
37, I drank all that coffee for nothing.,FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,gingi_snap,0,FALSE,NA,NA
38, ?@kayleesmith95: i want coffee if i had a car that is all my car would be used for? SAME HERE,FALSE,kayleesmith95,08/09/13 2:42,FALSE,3.66E+17,3.66E+17,micheeliinna,0,FALSE,NA,NA
39,  RT @marisaaaa23: ?@sheodd: Iced coffee in the mornings is soo amazing like it's my everyday breakfast tty bad habit I'm building? that w?,FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,sheodd,1,FALSE,NA,NA
40, RT @skylarking24: Coffee ice cream is the best thing ever ok,FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,HannahBrumback,2,FALSE,NA,NA
41,  I burned my tongue drinking coffee this morning,FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,A_luxurycar,0,FALSE,NA,NA
42,RT @littledaisy420: iced coffee ilysm,FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,oglivelavalakin,2,FALSE,NA,NA
43,"  Its strong connection to life. bittersweet RT @ikanatassa: coffee enthusiasts di timeline gue, boleh yakah? ini buat riset. why do you li",FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,niyaayu,0,FALSE,NA,NA
44,"I don't drink coffee, i drink tea my dear..",FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,TheOnlyBenedict,0,FALSE,NA,NA
45, I'm at Coffee Dominion http://t.co/0nseOXJ0K3,FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,Mattic6,0,FALSE,NA,NA
46,@iowashoeguy I think Jaye could help you with the coffee #Hawkeyefootball,FALSE,iowashoeguy,08/09/13 2:42,FALSE,3.66E+17,3.66E+17,cubfan64,0,FALSE,NA,NA
47," RT @TLW3: Coffee cup in hand, gun in holster http://t.co/rmoBUQrcnZ #gunfail @nra",FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,Kristen_Wright5,1,FALSE,NA,NA
48,"  RT @UberFacts: There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have n tested and half caused cancer in ?",FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,krysmeoww,1600,FALSE,NA,NA
49, @krizzle_3 yesssss omg. Caramel almond iced coffee milk &amp;' one sugar,FALSE,krizzle_3,08/09/13 2:42,FALSE,3.66E+17,3.66E+17,jennaa_leaaa,0,FALSE,NA,NA
50,  Might make some coffee right now,FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,christianpalos,0,FALSE,NA,NA
51,"  @katie_silliman @IntimacyFacts LMAO!!! What about avocados, spinach, coffee and tea? Those are also on daily consumption list!! :-)",FALSE,katie_silliman,08/09/13 2:42,FALSE,3.66E+17,3.66E+17,JoeCoolSilliman,0,FALSE,NA,NA
52,"  RT @SarahWCaron: Apparently tomorrow is Starbucks Appreciation Day for gun enthusiasts where they go,  coffee and bring guns. I know whe?",FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,Bboggia2465,14,FALSE,NA,NA
53,  Coffee with foam: http://t.co/34iGwYMKhb via @YouTube,FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,KDL85,0,FALSE,NA,NA
54, @nitecoder @mattallen should have got an extra coffee to spill on it so no one else could read it. te of good coffee tho? maybe a chai?,FALSE,nitecoder,08/09/13 2:42,FALSE,3.66E+17,3.66E+17,warren_s,0,FALSE,NA,NA
55,"  RT @IamBeyer: I'm ready for pumping spice beer/coffee, apple orchards, American horror story sea3, king dead season sea4, college footba?",FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,chris_gonzales_,2,FALSE,NA,NA
56, i live for coffee flavored ice cream,FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,isaaclxhey,0,FALSE,NA,NA
57,"@sarakalke I hope that we all can keep this movement going..whether it be w/blizzards, coffee, groceries tever... #PayItForward",FALSE,rnrmusicgurl,08/09/13 2:42,FALSE,3.66E+17,3.66E+17,rnrmusicgurl,0,FALSE,NA,NA
58,  @JasonT @natasha_lh I'm much closer to your brother's pronunciation. I pronounce the O the same way I in the word coffee You might too,FALSE,JasonT,08/09/13 2:42,FALSE,3.66E+17,3.66E+17,DreamtimeDrinne,0,FALSE,NA,NA
59, I don't even like coffee,FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,Molli_Lynn,0,FALSE,NA,NA
60,  ?@tommymaloy: coffee coolata's are the shit?,FALSE,tommymaloy,08/09/13 2:42,FALSE,3.66E+17,3.66E+17,_ashley_marie_x,0,FALSE,NA,NA
61,  I JUST SPILLED COFFEE DOWN MY SHIRT,FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,pavingnewpaths,0,FALSE,NA,NA
62,I think I need another coffee #StarBucks,FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,platinumclubvan,0,FALSE,NA,NA
63,  I dont wanna know how much iced coffee I drink a week,FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,heyderjess,0,FALSE,NA,NA
64,  @thebobbieoliver every morning i stand eastward &amp; chant that 3 times 'never read any self-help ks' then coffee #bourbon chaser.,FALSE,thebobbieoliver,08/09/13 2:42,FALSE,3.66E+17,3.66E+17,6XBytes,0,FALSE,NA,NA
65,@JaleneVegter: All I want right now is for someone to eat chocolate chips &amp; drink coffee &amp; go r gazing with me. #simpleasthat,FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,Keyz_Player96,0,FALSE,NA,NA
66,@PIRFCT1 hahahah I don't get much coffee from there but yes they ask so many questions but still screw up hahaha,FALSE,PIRFCT1,08/09/13 2:42,FALSE,3.66E+17,3.66E+17,Baseball4Lifee6,0,FALSE,NA,NA
67, #AlwayzRemember Neva let a nigga smack your tray and spill your coffee!!,FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,Alia_Dara,0,FALSE,NA,NA
68,  RT @farleftcoast: Her: I met a guy online. We?re meeting for coffee. Me: Does he have a nice dick? : I DON?T KNOW YET! Me: I don?t un?,FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,thisizAsh,37,FALSE,NA,NA
69, Fun fact: roast your own coffee bean at home using a popcorn machine! @YelpAdelaide #coffeecrawl,FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,gggnef,0,FALSE,NA,NA
70, @Jer_KIngD *gives u coffee*,FALSE,Jer_KIngD,08/09/13 2:42,FALSE,3.66E+17,3.66E+17,eBahadurGT,0,FALSE,NA,NA
71,do you think the old dude next to me would be willing to pour some of his coffee into mine coz it got d,FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,napquest,0,FALSE,NA,NA
72, @Tifferz1991 good cause I already gave up sweet tea for green tea and coffee for hot tea and honey.,FALSE,Tifferz1991,08/09/13 2:42,FALSE,3.66E+17,3.66E+17,Greta_Paige,0,FALSE,NA,NA
73," A cup of coffee sin azucar, ag",FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,Roox_21,0,FALSE,NA,NA
74,Just for you #abdul &amp; The Coffee Theory,FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,fii_lutfi,0,FALSE,NA,NA
75,"  RT @pisssyprincess: Like I'm sorry food, but you've been replaced with better things, like coffee and ohol.",FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,Its_Ray_Ray1,1,FALSE,NA,NA
76," @klove_01 Haha it sucks until you get used to it, then it ain't bad. Down a cup or two of coffee and n it's off to work for 12-14 hours",FALSE,klove_01,08/09/13 2:42,FALSE,3.66E+17,3.66E+17,AnduhrewBush05,0,FALSE,NA,NA
77,  @billshortenmp I think they have good coffee there,FALSE,billshortenmp,08/09/13 2:42,FALSE,3.66E+17,3.66E+17,jcgrimes3,0,FALSE,NA,NA
78,@rosiescala no more coffee for you,FALSE,rosiescala,08/09/13 2:42,FALSE,3.66E+17,3.66E+17,MandyTorresss,0,FALSE,NA,NA
79,"  If I were to go #Starbucks right now, I'd get a Venti Iced Vanilla coffee, w/ 2 pumps of white mocha, ve, and Extra Extra caramel drizzle",FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,meganmansor,0,FALSE,NA,NA
80,@DanielleATucker do u have any suggestions on what to put in coffee instead of cream? :-) like maybe ond milk? And honey?,FALSE,DanielleATucker,08/09/13 2:42,FALSE,3.66E+17,3.66E+17,SweetiePieSyd,0,FALSE,NA,NA
81,  RT @JonasWorldFeed: Play Ping Pong with Joe. Take a tour of the stage with Nick. Have coffee with in. Charity auction: https://t.co/VTkK?,FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,YhosdalyL,6,FALSE,NA,NA
82,@trishrothgeb @colecoffee @Timothybhill @LorenzoPerkins I'm creating my own Mighty Fine scale for fee: goes to 110.,FALSE,trishrothgeb,08/09/13 2:42,FALSE,3.66E+17,3.66E+17,HIflyer,0,FALSE,NA,NA
83, you me at six on the cover of Kerrang and iced coffee. I am very content. http://t.co/IuH05pTRuI,FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,shevmigoats,0,FALSE,NA,NA
84,Jared got gum on his coffee lid and Jensen was clearly 1000% done. But like a good big brother he gave  his ow http://t.co/QQH012ZYVw,FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,WeLoveSPN,1,FALSE,NA,NA
85," Have to be up early tomorrow, and yet I just finished a large coffee. Avoid me at all costs tmrw",FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,Shamrock_NY,0,FALSE,NA,NA
86,Someone come to the ridges hotel and chill ! There is a coffee shop here aswell ! Please,FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,SketcheeeN,0,FALSE,NA,NA
87,  @LaurenKMcKellar HAHA never! Takes much more for death plots. Denying me coffee? Yes. Edits that will e my book great? *bakes cookies*,FALSE,LaurenKMcKellar,08/09/13 2:42,FALSE,3.66E+17,3.66E+17,elledoo,0,FALSE,NA,NA
88,"  RT @lesbolife: wake up naked drinking coffee, making plans to change the world while the world was nging us",FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,radicalann_,22,FALSE,NA,NA
89,I probably shouldn't be drinking coffee this late but oh well. Ill just chug a bottle of zzzquil.,FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,xoxohail,0,FALSE,NA,NA
90," There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have been tested and f caused cancer in rats.",FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,vir1502,0,FALSE,NA,NA
91,  We went to town and ate a half decent baked cheese cake. I think we might have a new place for coffee? p://t.co/UfZCfcpSB3,FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,WholeLarderLove,0,FALSE,NA,NA
92, Coffee,FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,katzseremane,0,FALSE,NA,NA
93, Double apple shisha &amp; coffee.. What else you need for this night?,FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,Ali_Assi28,0,FALSE,NA,NA
94,  I made coffee.,FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,CameronAtrium,0,FALSE,NA,NA
95," it's Pepsi for me... @bombaytweeting: I love you less than coffee, which is more than enough.",FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,musicaddict75,0,FALSE,NA,NA
96, @chandradawn1 COFFEE!!! COFFEE COFFEE!!! COFFEE!,FALSE,chandradawn1,08/09/13 2:42,FALSE,3.66E+17,3.66E+17,JonsCrazyTweets,0,FALSE,NA,NA
97,Coffee and my bible good combo morning twitter,FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,DamionWalter1,0,FALSE,NA,NA
98,"  I need money so I can buy candles, coffee, gas, black n milds, and tattoos. #Seriously",FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,mir_anderson,0,FALSE,NA,NA
99,"Lovely visual taxonomy of early coffee-making devices, 1922 http://t.co/fZrUuw2y6J",FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,brainpicker,0,FALSE,NA,NA
100," RT @sweetestMY: It's way too hot to be outside shooting for all day I'm doing it anyway..thank you.. est friend, iced coffee couldn't d?",FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,EvitaSong_287,310,FALSE,NA,NA
101,RT @BullardBella: ?@locklear_noah: I could drink some coffee but I don't wanna go make it?,FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,xoxo_caitlynn,2,FALSE,NA,NA
102,Oh homemade creamy coffee. I could sip your creamy delight all day long.,FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,rifianti,0,FALSE,NA,NA
103,  RT @Mayflower04: She only drinks coffee at midnight. When the moment is not right.,FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,samanthaboydddd,2,FALSE,NA,NA
104, bout to get some coffee cause my damn eyes closing and an no where near done studying.,FALSE,<NA>,08/09/13 2:42,FALSE,NA,3.66E+17,trey_mason1,0,FALSE,NA,NA
105, RT @mindelixir: RT @fastnasty: I'm drinking 2 pots of coffee and staying up all night to finish this delixir remix so I can play it out?,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,DJSVED,1,FALSE,NA,NA
106," @NealChug no I didn't get one yet. You know that I don't SB that much hehe. I palpitate with too much ee. Huhu. Wow, you na!",FALSE,NealChug,08/09/13 2:41,FALSE,3.66E+17,3.66E+17,ChrisChug,0,FALSE,NA,NA
107," Can I just move into Bucees!? tons of snacks, Endless Coffee, country music all the time! #Perfect",FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,jenngarza23,0,FALSE,NA,NA
108,"Mornin'. Coffee, anyone?",FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,msirishgarcia,0,FALSE,NA,NA
109,  Michael Jackson and Slash walk into a coffee bean... #hollywoodblvd,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,HollyRockIt,0,FALSE,NA,NA
110,"Hazelnut White Coffee from Old Town Coffee RT @ikanatassa: second question: what is the best coffee ve ever had in your life, and why?",FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,shibizain,0,FALSE,NA,NA
111,"  and yes, coffee was my dinner tonight...",FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,tristynbaker,0,FALSE,NA,NA
112,You don't like coffee? http://t.co/mlHo44kgZk,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,littlehayniac,0,FALSE,NA,NA
113," RT @g4ybacon: I just want it to be winter already bc I hate slutty summer clothes. I miss my scarves jackets, and coffee and cigarets o?",FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,february4ir,2,FALSE,NA,NA
114,RT @smartalecks_: Some people start off their morning with breakfast or just coffee. I start off with a ing text :'),FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,LiyanaAsri,5,FALSE,NA,NA
115," ordered a coffee and when i said my name they responded, Jamaira?",FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,jayyHaira,0,FALSE,NA,NA
116, coffee coolata's are the shit,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,tommymaloy,0,FALSE,NA,NA
117,RT @serverproblems2: when co-workers use up all the coffee and don't brew !&lt;&lt;&lt;&lt;&lt;&lt;&lt; #serverproblems,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,bewitchingfaery,16,FALSE,NA,NA
118," As someone who dislikes coffee, I have no idea why I thought it would be a good idea to buy Ben &amp; y's new coffee flavor. Oh right, fat.",FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,UnpluggedCrazy,0,FALSE,NA,NA
119,  I need to try and start drinking just black coffee. Wayy healthier.,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,laurenndewey,0,FALSE,NA,NA
120,  RT @JohnBirmingham: ?@DamianSharry: Brisbane cafe putting its foot down over the Courier Mail http:///Ki90fbV2v9?? Think I found my ne?,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,Danjanon,99,FALSE,NA,NA
121,Kay. So coffee date with @_sammiieeee soon!!!,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,jaimesuarez22,0,FALSE,NA,NA
122," Abc mocca,., its so moccalicious RT @ikanatassa: second question: what is the best coffee you've ever in your life, and why?",FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,zarrazettina,0,FALSE,NA,NA
123,  Really regretting those 3 cups of coffee today #wired #cantsleep #earlymornings,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,meganhagg24,0,FALSE,NA,NA
124, RT @YeowoolDam: This morning HOT Coffee Happy Happy http://t.co/WxfKiU4l46,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,Ad_Adit11,1,FALSE,NA,NA
125, @Goodbye_My_Lady oh yeah of course the sister plays a big role. Don't get too comfortable with this t blooming coffee romance however,FALSE,Goodbye_My_Lady,08/09/13 2:41,FALSE,3.66E+17,3.66E+17,kimsIeepy,0,FALSE,NA,NA
126,  #lunch Chicken and pumpkin risotto with iced coffee @ Hoz Cafe http://t.co/LH8TtIzEyY,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,garydlum,0,FALSE,NA,NA
127,  BAD HABIT ALERT! http://t.co/DIzpwj9G4Z via @KateWhineHall,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,LRConsiderer,0,FALSE,NA,NA
128, RT @sophistiCAITed_: I didn't need anything more than to sit on Dan's floor drinking an iced coffee shooting the shit tonight @GriggyGr?,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,GriggyGringo,1,FALSE,NA,NA
129,*Comes home with a large coffee* that's what you call miscommunication http://t.co/s4OXHzUGLA,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,rumshahh,0,FALSE,NA,NA
130,Coffee #34 http://t.co/3Q02v4r9TP via @weebly,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,AubreyBates1,0,FALSE,NA,NA
131,Think I want an iced coffee,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,NerraFBby,0,FALSE,NA,NA
132,  Megan.. Do you want an iced coffee? *yep !* do you want a beer? *YEP!* #musthaveallthebeverages http:/o/frd41TriqJ,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,DoulaMegan,0,FALSE,NA,NA
133, Coffee realness. Or latte art. http://t.co/c34IDhGjUs,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,kekekelela,0,FALSE,NA,NA
134,  MilkShake?) ) @notesSAHABAT: #NoterSpecialEid Coffee Or MilkShake ?,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,anahafida_,0,FALSE,NA,NA
135, Food For Thought: @Annabelleats shares a delicious Venison and Porcini Mushroom Pie Recipe. http://t.co7vqFKWN http://t.co/QAVqleO5Ke,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,AdelaideReview,1,FALSE,NA,NA
136, Black coffee will keep me up all night lololol I'm gonna be super hyper bi,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,Jessicaschoefer,0,FALSE,NA,NA
137,"Damn, I'm out of regular coffee... Now I have to settle for decaf, Oh well!",FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,Phranchizpoet,0,FALSE,NA,NA
138, Play Ping Pong with Joe. Take a tour of the stage with Nick. Have coffee with Kevin. Charity auction: s://t.co/VTkKGlyqht,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,JonasWorldFeed,6,FALSE,NA,NA
139, @JessHampson Then do you want coffee in the morning? Donuts? Carrots to catch the wiggling nose ter?,FALSE,JessHampson,08/09/13 2:41,FALSE,3.66E+17,3.66E+17,GettaGo,0,FALSE,NA,NA
140,"  I'm craving for some warm chocolate cake with a nice, strong cup of coffee. #rainydaycomfort http:///WXZmll0PNP",FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,weye,0,FALSE,NA,NA
